Applicant Name,ชื่อผู้ยื่นคำขอ,
Applicant Type,ประเภทผู้สมัคร,
Applicant-Wise Loan Security Exposure,การเปิดเผยความเสี่ยงด้านหลักประกันเงินกู้ตามผู้สมัคร,
Approved,ได้รับการอนุมัติ,
Apps,แอปส์,
Auto Write Off Amount ,จำนวนตัดจำหน่ายอัตโนมัติ,
Available Amount,จำนวนเงินที่ใช้ได้,
Available Limit,วงเงินที่ใช้ได้,
Available Limit Amount,จำนวนวงเงินที่ใช้ได้,
Available Security Deposit,เงินมัดจำประกันที่มีอยู่,
Available Security Value,ค่าความปลอดภัยที่ใช้ได้,
BPI,BPI,
BPI Amount Difference,ส่วนต่างจำนวนเงิน BPI,
BPI Difference Date,วันที่ต่างของ BPI,
Balance Amount,ยอดคงเหลือ,
Balance Loan Amount,ยอดคงเหลือวงเงินกู้,
Balance Overdue Principal,ยอดเงินต้นค้างชำระ,
Bank Account,บัญชีธนาคาร,
Base Amount,จำนวนเงินฐาน,
Bi-Weekly,สองสัปดาห์ครั้ง,
Both Fixed Deposit and Corporate Guarantee,เงินฝากประจำและการค้ำประกันของบริษัท,
Branch,สาขา,
Branch Details,รายละเอียดสาขา,
Broken Period Interest,ดอกเบี้ยช่วงเวลาที่ขาดช่วง,
Broken Period Interest Days,จำนวนวันดอกเบี้ยช่วงเวลาขาดช่วง,
Broken Period Interest Recovery Account,บัญชีเรียกเก็บดอกเบี้ยช่วงเวลาขาดช่วง,
Bulk Repayment Log,บันทึกการชำระคืนจำนวนมาก,
Cancel Future Accruals and Demands ,ยกเลิกการรับรู้รายได้ค้างรับและความต้องการในอนาคต,
Cancel future EMI Demands,ยกเลิกคำขอ EMI ในอนาคต,
Cancellation Date,วันที่ยกเลิก,
Cancelled,ยกเลิกแล้ว,
Capitalize,ขึ้นต้นด้วยตัวพิมพ์ใหญ่,
Carry Forward,Carry Forward,
Centralized,รวมศูนย์,
Change Date,เปลี่ยนวันที่,
Charge,ค่าใช้จ่าย,
Charge Accounts,บัญชีเรียกเก็บเงิน,
Charge Amount,จำนวนเงินค่าบริการ,
Charge Based On,คิดค่าบริการตาม,
Charge Code,รหัสค่าใช้จ่าย,
Charge Payment,เก็บเงินค่าชำระ,
Charge Type,ประเภทค่าใช้จ่าย,
Charges,ค่าใช้จ่าย,
Charges Capitalization,การตัดต้นทุนเป็นสินทรัพย์,
Charges Overdue,ค่าธรรมเนียมค้างชำระ,
Charges Treatment,การจัดการค่าใช้จ่าย,
Charges Waiver,การยกเว้นค่าธรรมเนียม,
Classification Code,รหัสประเภท,
Classification Name,ชื่อประเภท,
Clear demand allocation before repost,ล้างการจัดสรรความต้องการก่อนโพสต์ใหม่,
Clearance Date,วันที่ เป็น,
Closed,ปิด,
Closed Account Report,,
Closure Date,วันที่ไว้,
Co Lender Schedule,ตารางผู้ให้กู้ร่วม,
Co Lending,กู้ร่วม,
Co-Lender Schedule,ตารางผู้ให้กู้ร่วม,
Collection Offset Sequence,ลำดับการตั้งยอดหนี้คงค้างชำระ,
Collection Offset Sequence for Settlement Collection,ลำดับการตัดยอดการเก็บเงินสำหรับการชำระเงิน,
Collection Offset Sequence for Standard Asset,ลำดับการตั้งยอดตัดชำระสำหรับสินทรัพย์มาตรฐาน,
Collection Offset Sequence for Sub Standard Asset,ลำดับการตั้งยอดชดเชยสำหรับสินทรัพย์ด้อยคุณภาพ,
Collection Offset Sequence for Written Off Asset,ลำดับการตั้งยอดตัดชำระสำหรับสินทรัพย์ตัดจำหน่ายแล้ว,
Collection Percentage,เปอร์เซ็นต์การเก็บเงิน,
Collection at partner's percentage,การเก็บเงินตามเปอร์เซ็นต์ของพันธมิตร,
Company,บริษัท,
Company Collection Percentage,เปอร์เซ็นต์การเก็บเงินของบริษัท,
Completed,เสร็จสมบูรณ์,
Completed Tenure,ระยะเวลาที่เสร็จสมบูรณ์,
Components,ส่วนประกอบ,
Connections,การเชื่อมต่อ,
Contract Export Report,,
Corporate Guarantee Only,การรับประกันของบริษัทเท่านั้น,
Cost Center,ศูนย์ต้นทุน,
Credit Account,บัญชีเครดิต,
Credit Adjustment,ปรับยอดเครดิต,
Credit Adjustment Amount,จำนวนปรับยอดเครดิต,
Credit Approval Report,,
Current Disbursed Amount,จำนวนเงินที่จ่ายออกปัจจุบัน,
Current Principal Amount,จำนวนเงินต้นปัจจุบัน,
Current Restructure Count,จำนวนการปรับโครงสร้างปัจจุบัน,
Customer,ลูกค้า,
Customer Refund Account,บัญชี ชารอายัดลูกค้า,
Cyclic Day Of the Month,วันที่หมุนเวียนของเดือน,
Daily,ประจำวัน,
Date,วันที่,
Day of every month on which the repayment date is considered,วันในแต่ละเดือนที่ถือเป็นวันครบกำหนดชำระเงิน,
Days Past Due,จำนวนวันที่เลยกำหนดชำระ,
Days Past Due Log,บันทึกวันครบกำหนดชำระเกินกำหนด,
Days Past Due Threshold for NPA,เกณฑ์จำนวนวันเกินกำหนดสำหรับสินทรัพย์ที่ไม่ก่อให้เกิดรายได้ (NPA),
Debit Adjustment,ปรับปรุงเดบิต,
Debit Adjustment Amount,จำนวนปรับปรุงเดบิต,
Decentralized,กระจายอำนาจ,
Delete GL Entries,ลบรายการสมุดรายวันทั่วไป,
Delinked,ยกเลิกการเชื่อมโยง,
Delinquent Available Limit,วงเงินคงเหลือที่ค้างชำระ,
Delinquent In Process Limit,ขีดจำกัดการดำเนินการค้างชำระ,
Delinquent Limit,ขีดจำกัดการค้างชำระ,
Delinquent Limit Amount,จำนวนวงเงินค้างชำระสูงสุด,
Delinquent Limit Percent,เปอร์เซ็นต์ขีดจำกัดค้างชำระ,
Delinquent Principal Outstanding,เงินต้นค้างชำระ,
Delinquent Utilized Limit,วงเงินที่ใช้เกินกำหนด,
Demand Amount,จำนวนความต้องการ,
Demand Date,วันที่ต้องการ,
Demand Generated,คำขอที่สร้างขึ้นแล้ว,
Demand Subtype,ประเภทย่อยของความต้องการ,
Demand Type,ประเภทความต้องการ,
Deposit Amount,จำนวนเงินมัดจำ,
Deposit Date,วันที่การ,
Description,คำอธิบาย,
Details,รายละเอียด,
Disabled,ปิดใช้งาน,
Disbursed,การเบิกจ่าย,
Disbursed Amount,จำนวนเงินที่เบิกจ่าย,
Disbursement,การเบิกจ่าย,
Disbursement Account,บัญชี การอา,
Disbursement Date,วันที่เบิกจ่าย,
Disbursement Details,รายละเอียดการเบิกจ่าย,
Disbursement References,เอกสารอ้างอิงการจ่ายเงิน,
Documentation,เอกสารประกอบ,
Draft,ฉบับร่าง,
Due Date,กำหนดส่ง,
EMI,EMI,
EMI (PMT) based,EMI (PMT) ตามฐาน,
EMI (Principal + Interest),เงินผ่อนชำระรายเดือน (เงินต้น + ดอกเบี้ย),
Effective Date,วันที่มีผลบังคับใช้,
Employee,พนักงาน,
Employee Self Service,,
Enable Partner Accounting,เปิดใช้งานการบัญชีคู่ค้า,
End of the current month,สิ้นสุดเดือนปัจจุบัน,
Entries To Cancel,รายการที่จะยกเลิก,
Entries To Repost,รายการที่ต้องบันทึกซ้ำ,
Event,เหตุการณ์,
Excess Amount,จำนวนเงินเกินกำหนด,
Excess Amount Acceptance Limit,ขีดจำกัดการยอมรับจำนวนเงินเกิน,
Excess Amount Paid,จำนวนเงินที่ชำระเกิน,
Excess amount repayment limit during loan closure,ขีดจำกัดการชำระเงินเกินจำนวนในระหว่างการปิดสินเชื่อ,
FLDG,FLDG,
FLDG Account,บัญชี FLDG,
FLDG Corporate Guarantee Percentage,เปอร์เซ็นต์การค้ำประกันของบริษัท FLDG,
FLDG Fixed Deposit Percentage,อัตราร้อยละเงินฝากประจำ FLDG,
FLDG Limit Calculation Component,ส่วนประกอบการคำนวณขีดจำกัด FLDG,
FLDG Trigger DPD,ทริกเกอร์ FLDG DPD,
FLDG Trigger Date,วันที่ทริกเกอร์ FLDG,
FLDG Triggered,FLDG ถูกกระตุ้น,
Failed Repayment,การชำระคืนล้มเหลว,
Fixed Amount,จำนวนเงินคงที่,
Fixed Deposit Only,ฝากประจำเท่านั้น,
Force Update DPD in Loan,บังคับอัปเดต DPD ในสินเชื่อ,
Foreclosure Type,ประเภทการยึดทรัพย์,
Frappe School,Frappe School,
Frappe Support,ฝ่ายสนับสนุน Frappe,
Freeze Account,อารงค์บัญชี / ระงับบัญชี,
Freeze Date,วันที่อายัดบัญชี,
From Branch,จากสาขา,
From Date,จากวันที่,
Full Settlement,การชำระเงินเต็มจำนวน,
Grace Period in Days,ระยะเวลาปลอดหนี้เป็นวัน,
Haircut,การตัดผม,
Haircut %,ตัดผม%,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,เปอร์เซ็นต์การตัดผมคือเปอร์เซ็นต์ความแตกต่างระหว่างมูลค่าตลาดของหลักประกันเงินกู้กับมูลค่าที่ระบุไว้กับหลักประกันเงินกู้นั้นเมื่อใช้เป็นหลักประกันสำหรับเงินกู้นั้น,
Ignore On Cancel Amount Update,ละเว้นการอัปเดตจำนวนเงินเมื่อยกเลิก,
In Process Limit,ขีดจำกัดระหว่างกระบวนการ,
Income Account,บัญชีรายได้,
Initiated,ริเริ่ม,
Interest,ดอกเบี้ย,
Interest Accounts,บัญชีดอกเบี้ย,
Interest Accrued Account,บัญชี การอายัดเรียการ,
Interest Adjustment,การปรับดอกเบี้ย,
Interest Amount,จำนวนเงินที่น่าสนใจ,
Interest Capitalization,การทบต้นดอกเบี้ย,
Interest Carry Forward,ดอกเบี้ยยกไปข้างหน้า,
Interest Income Account,บัญชีรายได้ดอกเบี้ย,
Interest Overdue,ดอกเบี้ยค้างชำระ,
Interest Payable,ดอกเบี้ยค้างจ่าย,
Interest Receivable Account,บัญชีลูกหนี้ดอกเบี้ย,
Interest Treatment,การจัดการดอกเบี้ย,
Interest Type,ประเภทดอกเบี้ย,
Interest Waiver,การยกเว้นดอกเบี้ย,
Interest Waiver Account,บัญชียกเว้นดอกเบี้ย,
Interest Waiver Amount,จำนวนเงินยกเว้นดอกเบี้ย,
Internal Foreclosure,การยึดทรัพย์ภายใน,
Invoice Date,วันที่ออกใบแจ้งหนี้,
Is Backdated,ย้อนหลังวันที่,
Is Excess Amount Refund,ยอดเงินส่วนเกินที่คืนเงินแล้วหรือไม่,
Is NPA,เป็น NPA,
Is Secured Loan,สินเชื่อที่มีหลักประกัน,
Is Security Amount Refund,ยอดเงินประกันคืน,
Is Settlement Write Off,เป็นการตัดยอดชำระบัญชี,
Is Term Loan,เป็นเงินกู้ระยะยาว,
Is Write Off Waiver,เป็นการยกเว้นการตัดบัญชี,
Is Written Off,ตัดบัญชีแล้ว,
Keyboard Shortcuts,แป้นพิมพ์ลัด,
Last Accrual Date,วันที่ค้างรับล่าสุด,
Lending,การกู้ยืม,
Limit Amount,จำนวนเงินจำกัด,
Limit Applicable End,จำกัดสิ้นสุดการใช้สิทธิ์,
Limit Applicable Start,วันที่เริ่มต้นที่ใช้บังคับ,
Limit Percent,จำกัดเปอร์เซ็นต์,
Limit Renewal,การต่ออายุขีดจำกัด,
Limits,ขีดจำกัด,
Line of Credit,วงเงินเครดิต,
Loan,เงินกู้,
Loan ,เงินกู้,
Loan  Details,รายละเอียดสินเชื่อ,
Loan Account,บัญชีเงินกู้,
Loan Accounts,บัญชีเงินกู้,
Loan Accrual Repost,ปรับปรุงรายการค้างรับเงินกู้ใหม่,
Loan Accrual Repost Detail,รายละเอียดการบันทึกซ้ำการค้างชำระเงินกู้,
Loan Adjustment,การปรับยอดเงินกู้,
Loan Adjustment Detail,รายละเอียดการปรับยอดเงินกู้,
Loan Amount,การกู้ยืมเงิน,
Loan Amount Details,รายละเอียดจำนวนเงินกู้,
Loan Amount Percentage,เปอร์เซ็นต์จำนวนเงินกู้,
Loan Application,การขอสินเชื่อ,
Loan Balance Adjustment,การปรับยอดคงเหลือเงินกู้,
Loan Booking,การจองเงินกู้,
Loan Category,,
Loan Category Code,รหัสประเภทเงินกู้,
Loan Category Name,ชื่อประเภทเงินกู้,
Loan Charge Reference,อ้างอิงค่าธรรมเนียมเงินกู้,
Loan Charges,ค่าธรรมเนียมเงินกู้,
Loan Classification,การจำแนกประเภทเงินกู้,
Loan Classification Details,รายละเอียดการจำแนกประเภทเงินกู้,
Loan Classification Range,ช่วงการจำแนกประเภทเงินกู้,
Loan Closure,การปิดสินเชื่อ,
Loan Closure Requested,ขอปิดสินเชื่อ,
Loan Credit Limits,วงเงินสินเชื่อ,
Loan Demand,ความต้องการเงินกู้,
Loan Demand Details,รายละเอียดความต้องการเงินกู้,
Loan Demand Offset Detail,รายละเอียดการตัดยอดความต้องการเงินกู้,
Loan Demand Offset Order,คำสั่งตัดยอดเงินกู้,
Loan Details,รายละเอียดเงินกู้,
Loan Disbursement,การเบิกจ่ายเงินกู้,
Loan Disbursement Charge,ค่าธรรมเนียมการเบิกจ่ายเงินกู้,
Loan Disbursement Charges,ค่าธรรมเนียมการเบิกจ่ายเงินกู้,
Loan Freeze Log,บันทึกการอายัดบัญชี,
Loan IRAC Provisioning Configuration,การตั้งค่าการกันสำรองสินเชื่อ IRAC,
Loan Info,ข้อมูลสินเชื่อ,
Loan Interest Accrual,ดอกเบี้ยค้างรับ,
Loan Interest Report,รายงานดอกเบี้ยเงินกู้,
Loan Limit Change Log,บันทึกการเปลี่ยนแปลงวงเงินกู้,
Loan Manager,ผู้จัดการสินเชื่อ,
Loan NPA Log,บันทึกสินเชื่อที่ไม่ก่อให้เกิดรายได้ (NPA),
Loan Outstanding Report,รายงานยอดเงินกู้คงค้าง,
Loan Partner,พันธมิตรเงินกู้,
Loan Partner Address,ที่อยู่พันธมิตรเงินกู้,
Loan Partner Adhoc Charges Shared,ค่าธรรมเนียมเฉพาะกิจที่แบ่งปันกับพันธมิตรเงินกู้,
Loan Partner Details,รายละเอียดคู่ค้าสินเชื่อ,
Loan Partner Interest Rate,อัตราดอกเบี้ยพันธมิตรเงินกู้,
Loan Partner Payment Ratio,อัตราส่วนการชำระเงินของพันธมิตรเงินกู้,
Loan Partner Rate Of Interest,อัตราดอกเบี้ยพันธมิตรเงินกู้,
Loan Partner Repayment Schedule Type,ประเภทตารางการชำระเงินคืนพันธมิตรเงินกู้,
Loan Partner Share Details,รายละเอียดส่วนแบ่งหุ้นพันธมิตรเงินกู้,
Loan Partner Share Percentage,เปอร์เซ็นต์ส่วนแบ่งหุ้นพันธมิตรเงินกู้,
Loan Partner Shareable,หุ้นส่วนเงินกู้ที่สามารถแบ่งปันได้,
Loan Partners,พันธมิตรเงินกู้,
Loan Product,ผลิตภัณฑ์สินเชื่อ,
Loan Product Loan Partner,ผลิตภัณฑ์สินเชื่อ หุ้นส่วนสินเชื่อ,
Loan Refund,การคืนเงินกู้,
Loan Repayment,การชำระเงินกู้,
Loan Repayment Charges,ค่าธรรมเนียมการชำระคืนเงินกู้,
Loan Repayment Detail,รายละเอียดการชำระคืนเงินกู้,
Loan Repayment Entries,รายการตัดชำระเงินกู้,
Loan Repayment Repost,โพสต์ซ้ำการชำระเงินกู้,
Loan Repayment Repost Cancel Detail,รายละเอียดการยกเลิกการบันทึกซ้ำการชำระเงินกู้,
Loan Repayment Repost Detail,รายละเอียดการบันทึกซ้ำการชำระเงินกู้,
Loan Repayment Schedule,ตารางการชำระคืนเงินกู้,
Loan Repayment Schedule Detail,รายละเอียดกำหนดการชำระเงินกู้,
Loan Repayment Type,ประเภทการชำระคืนเงินกู้,
Loan Repayment and Closure,การชำระคืนเงินกู้และการปิดสินเชื่อ,
Loan Restructure,ปรับโครงสร้างเงินกู้,
Loan Restructure Count,จำนวนครั้งการปรับโครงสร้างเงินกู้,
Loan Restructure Details,รายละเอียดการปรับโครงสร้างเงินกู้,
Loan Restructure Limit Log,บันทึกขีดจำกัดการปรับโครงสร้างเงินกู้,
Loan Security,ความปลอดภัยของสินเชื่อ,
Loan Security Assignment,การมอบหมายหลักประกันเงินกู้,
Loan Security Code,รหัสความปลอดภัยของสินเชื่อ,
Loan Security Deposit,เงินประกันเงินกู้,
Loan Security Details,รายละเอียดความปลอดภัยสินเชื่อ,
Loan Security Exposure,ความเสี่ยงจากหลักประกันเงินกู้,
Loan Security Name,ชื่อหลักประกันสินเชื่อ,
Loan Security Price,ราคาหลักประกัน,
Loan Security Release,การปลดปล่อยหลักประกันเงินกู้,
Loan Security Shortfall,ความไม่มั่นคงของสินเชื่อ,
Loan Security Status,สถานะความปลอดภัยสินเชื่อ,
Loan Security Type,ประเภทหลักประกัน,
Loan To Value Ratio,อัตราส่วนสินเชื่อต่อมูลค่า,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,อัตราส่วนเงินกู้ต่อมูลค่าเป็นการแสดงอัตราส่วนของจำนวนเงินกู้ต่อมูลค่าของหลักประกันที่จำนำ การขาดความปลอดภัยของเงินกู้จะเกิดขึ้นหากต่ำกว่ามูลค่าที่ระบุสำหรับเงินกู้ใด ๆ,
Loan Transfer,การโอนเงินกู้,
Loan Transfer Detail,รายละเอียดการโอนเงินกู้,
Loan Write Off,ตัดหนี้สูญ,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,การตัดหนี้สินเชื่อจะถูกสร้างขึ้นโดยอัตโนมัติเมื่อมีคำขอปิดสินเชื่อหากยอดค้างชำระต่ำกว่าขีดจำกัดนี้,
Loan is a Non Performing Asset,เงินกู้เป็นสินทรัพย์ที่ไม่ก่อให้เกิดรายได้,
Loans,เงินให้กู้ยืม,
Loans will be marked as NPA when the days past due count exceed this threshold,สินเชื่อจะถูกระบุเป็นสินเชื่อด้อยคุณภาพเมื่อจำนวนวันที่ค้างชำระเกินเกณฑ์นี้,
Log out,ออกจากระบบ,
Manual Foreclosure,การปิดบัญชีด้วยตนเอง,
Manual NPA,NPA คู่มือ,
Manual Remarks,หมายเหตุด้วยตนเอง,
Manually marked as NPA,ทำเครื่องหมายด้วยตนเองว่าเป็น NPA,
Maturity Date,วันที่ เป็น,
Max DPD Range,ช่วง DPD สูงสุด,
Maximum Limit Amount,จำนวนวงเงินสูงสุด,
Maximum Loan Amount,จำนวนเงินกู้สูงสุด,
Maximum Loan Value,มูลค่าสินเชื่อสูงสุด,
Member,สมาชิก,
Min DPD Range,ช่วง DPD ขั้นต่ำ,
Minimum Partner Loan Amount Percentage,เปอร์เซ็นต์จำนวนเงินกู้ขั้นต่ำของหุ้นส่วน,
Minimum days between Disbursement date and first Repayment date,จำนวนวันขั้นต่ำระหว่างวันที่เบิกจ่ายและวันที่ชำระเงินคืนครั้งแรก,
Misc,เบ็ดเตล็ด,
Mode Of Payment,โหมดของการชำระเงิน,
Monthly,รายเดือน,
Monthly Repayment Amount,จำนวนเงินที่ชำระหนี้รายเดือน,
Monthly as per cycle date,รายเดือนตามวันที่รอบ,
Monthly as per repayment start date,รายเดือนตามวันที่เริ่มชำระเงินคืน,
Moratorium End Date,วันที่สิ้นสุดการพักชำระหนี้,
Moratorium Tenure,ระยะเวลาการพักชำระหนี้,
Moratorium Type,ประเภทการระงับชำระหนี้,
More Information,ข้อมูลมากกว่านี้,
My Profile,โปรไฟล์ของฉัน,
My Settings,การตั้งค่าของฉัน,
NPA,สินทรัพย์ด้อยคุณภาพ,
NPA Date,วันที่ NPA,
NPL Report,,
New Loan Amount,จำนวนเงินกู้ใหม่,
New Monthly Repayment Amount,จำนวนเงินชำระรายเดือนใหม่,
New Rate Of Interest,อัตราดอกเบี้ยใหม่,
New Repayment Method,วิธีการชำระเงินใหม่,
New Repayment Period in Months,ระยะเวลาชำระคืนใหม่ (เดือน),
New Repayment Start Date,วันที่เริ่มต้นการชำระคืนใหม่,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,จำนวนวันนับจากวันที่ครบกำหนดจนถึงที่จะไม่มีการเรียกเก็บค่าปรับในกรณีที่ชำระคืนเงินกู้ล่าช้า,
Normal,ปกติ,
Normal Interest,ดอกเบี้ยปกติ,
Normal Interest Journal Entry,บันทึกบัญชีดอกเบี้ยปกติ,
Normal Limit,ขีดจำกัดปกติ,
Normal Repayment,การชำระคืนปกติ,
Normal Restructure,ปรับโครงสร้างปกติ,
Number Of Days,จำนวนวัน,
Old EMI,EMI เก่า,
Old Loan Amount,จำนวนเงินกู้เดิม,
Old Rate of Interest,อัตราดอกเบี้ยเก่า,
Old Repayment Frequency,ความถี่การชำระคืนเดิม,
Old Tenure,ระยะเวลาการดำรงตำแหน่งเดิม,
One Time,ครั้งเดียว,
Open,เปิด,
Organization Type,ประเภทองค์กร,
Original Security Value,ค่าความปลอดภัยต้นฉบับ,
Other Charges Waiver,ยกเว้นค่าธรรมเนียมอื่น ๆ,
Other Details,รายละเอียดอื่น ๆ,
Outdated,ล้าสมัย,
Outstanding Amount,ยอดค้างชำระ,
Outstanding Balance Report,,
Outstanding Principal,เงินต้นคงค้าง,
Outstanding Principal & Interest Accrued,ยอดเงินต้นค้างชำระและดอกเบี้ยค้างรับ,
Own Ratio,อัตราส่วนของตนเอง,
POS reduction plus interest at partner ROI,การลด POS พร้อมดอกเบี้ยตามอัตราผลตอบแทนของพันธมิตร,
Paid Amount,จำนวนเงินที่ชำระแล้ว,
Partial Payment Mechanism,กลไกการชำระเงินบางส่วน,
Partial Settlement,การชำระเงินบางส่วน,
Partially Disbursed,การเบิกจ่ายบางส่วน,
Particulars,รายละเอียด,
Partner Base Interest Rate,อัตราดอกเบี้ยพื้นฐานของพันธมิตร,
Partner Code,รหัสคู่ค้า,
Partner Collection Percentage,เปอร์เซ็นต์การเก็บเงินจากคู่ค้า,
Partner Interest Share,ส่วนแบ่งดอกเบี้ยของคู่ค้า,
Partner Loan Amount Percentage,เปอร์เซ็นต์จำนวนเงินกู้ของคู่ค้า,
Partner Loan Share Percentage,เปอร์เซ็นต์ส่วนแบ่งเงินกู้หุ้นพันธมิตร,
Partner Monthly Repayment Amount,จำนวนเงินชำระคืนรายเดือนของพันธมิตร,
Partner Name,ชื่อคู่ค้า,
Partner Percentage,เปอร์เซ็นต์หุ้นส่วน,
Partner Ratio,อัตราส่วนหุ้นส่วน,
Partner Repayment Schedule Type,ประเภทตารางการชำระคืนพันธมิตร,
Partner Share,หุ้นส่วน,
Partner Share Allocated,จัดสรรหุ้นหุ้นส่วน,
Payable Account,เจ้าหนี้การค้า,
Payable Amount,จำนวนเจ้าหนี้,
Payable Charges,ค่าธรรมเนียมที่ต้องชำระ,
Payable Principal Amount,จำนวนเงินต้นเจ้าหนี้,
Payment Account,บัญชีการชำระเงิน,
Payment Date,วันจ่าย,
Payment Details,รายละเอียดการชำระเงิน,
Payment Reference,หลักฐานการจ่ายเงิน,
Payment References,อ้างอิงการชำระเงิน,
Payroll Payable Account,บัญชีเจ้าหนี้เงินเดือน,
Penal Interest,ดอกเบี้ยผิดนัด,
Penal Interest Waiver,การยกเว้นดอกเบี้ยผิดนัด,
Penal Treatment,การลงโทษทางบัญชี,
Penalty,ค่าปรับ,
Penalty Accrued Account,บัญชี การอายัดบัญชี,
Penalty Amount,จำนวนโทษ,
Penalty Capitalization,การลงโทษการแช่แข็งบัญชี,
Penalty Charges Accounts,บัญชีค่าปรับ,
Penalty Charges Rate,อัตราค่าปรับ,
Penalty Income Account,บัญชีรายรับค่าปรับ,
Penalty Interest Rate (%),อัตราดอกเบี้ยค่าปรับ (%),
Penalty Interest Rate is levied on the pending amount on a daily basis in case of delayed repayment ,อัตราดอกเบี้ยผิดนัดจะถูกเรียกเก็บจากยอดค้างชำระรายวันในกรณีที่ชำระล่าช้า,
Penalty Overdue,ค่าปรับค้างชำระ,
Penalty Receivable Account,บัญชี การอายัด,
Penalty Suspense Account,บัญชีพักรอการลงโทษ,
Penalty Waiver,การยกเว้นค่าปรับ,
Penalty Waiver Account,บัญชียกเว้นค่าปรับ,
Pending,รอดำเนินการ,
Pending Charge Amount,จำนวนเงินค่าธรรมเนียมที่รอดำเนินการ,
Pending Principal Amount,จำนวนเงินต้นที่รออนุมัติ,
Percentage,ร้อยละ,
Pledge,จำนำ,
Pledge Requested,ขอคำมั่น,
Pledge Time,เวลาจำนำ,
Pledged,ให้คำมั่นสัญญา,
Post Haircut Amount,จำนวนเงินที่โพสต์ตัดผม,
Posting Date,วันที่บันทึกข้อมูล,
Posting Date (End Date),วันที่ลงบัญชี (วันที่สิ้นสุด),
Pre Payment,เงินชำระล่วงหน้า,
Pre Payment Charges,ค่าธรรมเนียมการชำระเงินล่วงหน้า,
Pre Restructure DPD,DPD ก่อนการปรับโครงสร้าง,
Pre Restructure Details,รายละเอียดก่อนการปรับโครงสร้าง,
Prepayment Charges,ค่าธรรมเนียมเงินล่วงหน้า,
Primary,ประถม,
Primary Address,ที่อยู่หลัก,
Principal,เงินต้น,
Principal Adjusted,ปรับปรุงเงินต้น,
Principal Adjustment,การปรับยอดเงินต้น,
Principal Amount,เงินต้น,
Principal Amount Paid,จำนวนเงินที่จ่าย,
Principal Capitalization,การตั้งต้นทุนหลัก,
Principal Outstanding,ยอดเงินต้นคงเหลือ,
Principal Overdue,เงินต้นค้างชำระ,
Pro-rated calendar months,เดือนปฏิทินคำนวณสัดส่วน,
Process Loan Classification,กระบวนการจัดประเภทสินเชื่อ,
Process Loan Demand,ดำเนินการคำขอกู้เงิน,
