ALM Audit Report,,
About,,
Rate of Interest (%) / Year,អត្រានៃការប្រាក់ (%) / ឆ្នាំ,
Rate of Interest (%) Yearly,អត្រានៃការប្រាក់ (%) ប្រចាំឆ្នាំ,
Ratio,,
Reason,ហេតុផល,
Reason For Freezing,,
Reason for Restructure,,
Receivable Account,គណនីត្រូវទទួល,
Reference Date,សេចក្តីយោងកាលបរិច្ឆេទ,
Reference Document Type,សេចក្តីយោងប្រភេទឯកសារ,
Reference Name,ឈ្មោះយោង,
Reference No,លេខយោងទេ,
Reference Number,សេចក្តីយោងលេខ,
References,ឯកសារយោង,
Refund,,
Refund Account,,
Refund Amount,,
Refund Date,,
Refund Details,,
Refund amount,,
Regular,ទៀងទាត,
Rejected,ច្រានចោល,
Release Requested,,
Release Time,,
Released,,
Reload,ផ្ទុកឡើងវិញ,
Remaining Debtor Report,,
Remarks,សុន្ទរកថា,
Repay Fixed Amount per Period,សងចំនួនថេរក្នុងមួយរយៈពេល,
Repay From Salary,សងពីប្រាក់ខែ,
Repay Over Number of Periods,សងចំនួនជាងនៃរយៈពេល,
Repayment,,
Repayment Account,,
Repayment Date On,,
Repayment Details,ព័ត៌មានលម្អិតការទូទាត់សង,
Repayment Frequency,,
Repayment Info,ព័តសងប្រាក់,
Repayment Method,វិធីសាស្រ្តការទូទាត់សង,
Repayment Period In Months,,
Repayment Period in Months,រយៈពេលសងប្រាក់ក្នុងខែ,
Repayment Periods,,
Repayment Schedule,កាលវិភាគសងប្រាក់,
Repayment Schedule Detail,,
Repayment Schedule Type,,
Repayment Start Date,ថ្ងៃចាប់ផ្តើមសង,
Repayment Type,,
Report an Issue,,
Repossessed,,
Repost Date,,
Requested,បានស្នើរសុំ,
Require Credit Bureau Check,,
Required documents for loan application,,
Required for loan application,,
Rescheduled,,
Restructure Charges,,
Restructure Date,,
Restructure Type,,
Restructure of Loans applicable,,
Restructured,,
Salary Slip,ប្រាក់បៀវត្សគ្រូពេទ្យប្រហែលជា,
Sales Invoice,វិក័យប័ត្រលក់,
Same as regular interest accounts,,
Sanctioned,អនុញ្ញាត,
Sanctioned Amount Limit,ដែនកំណត់ចំនួនទឹកប្រាក់ដែលត្រូវបានដាក់ទណ្ឌកម្ម,
Sanctioned Loan Amount,ចំនួនប្រាក់កម្ចីដែលបានដាក់ទណ្ឌកម្ម,
Secured,,
Securities,មូលបត្រ,
Security Deposit Account,,
Security Deposit Adjustment,,
Security Type,,
Security Value ,តម្លៃសុវត្ថិភាព,
Select whether the repayment date should be the end of the current month or start of the upcoming month,,
Selling Point (English),,
Selling Point (TH),,
Selling Points,,
Semi-Secured,,
Servicer Fee,,
Session Defaults,លំនាំដើមវេន។,
Settled,តាំងទីលំនៅ។,
Settlement Date,,
Shareable Type,,
Shareables,,
Sharing Parameter,,
Shortfall Amount,ចំនួនខ្វះខាត,
Shortfall Percentage,,
Shortfall Time,ពេលវេលាខ្វះខាត,
Sort Order,តម្រៀបតាមលំដាប់,
Special Conditions,,
Specify loan amount range where this document is required,,
Stamp Duty,,
Start Date,ថ្ងៃចាប់ផ្តើម,
Start of the next month,,
Status,ស្ថានភាព,
Submitted,ផ្តល់ជូន,
Subsidy Adjustment Account,,
Subsidy Adjustments,,
Success,ជោគជ័យ,
Suspense Account,,
Suspense Collection Account,,
Suspense Interest Income,,
System Manager,ប្រព័ន្ធអ្នកគ្រប់គ្រង,
Tax Return,,
Tenure,,
Tenure Post Restructure,,
Term Details,ពត៌មានលំអិតរយៈពេល,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),,
Timestamp,ត្រាពេលវេលា,
Title,ចំណងជើង,
To Branch,,
To Date,ដើម្បីកាលបរិច្ឆេទ,
Toggle Full Width,,
Toggle Theme,,
Total Amount Paid,ចំនួនទឹកប្រាក់សរុបបង់,
Total Charges Paid,,
Total Charges Payable,,
Total Installments Overdue ,,
Total Installments Paid,,
Total Installments Raised,,
Total Interest Paid,,
Total Interest Payable,ការប្រាក់ត្រូវបង់សរុប,
Total Overdue Amount,,
Total Partner Interest Share,,
Total Partner Principal Share,,
Total Payable Amount,ចំនួនទឹកប្រាក់ដែលត្រូវបង់សរុប,
Total Payable Interest,ការប្រាក់ត្រូវបង់សរុប,
Total Payment,ការទូទាត់សរុប,
Total Penalty Paid,,
Total Principal Paid,ប្រាក់ខែសរុបរបស់នាយកសាលា,
Total Security Value,តម្លៃសន្តិសុខសរុប,
Totals,សរុប,
Trace ID,,
Traceback,Traceback,
Transfer Date,កាលបរិច្ឆេទផ្ទេរ,
Treatment Of Interest,,
Treatment of Interest,,
Type of FLDG Applicable,,
Unaccrued Interest,,
Unaccrued Interest Treatment,,
Unaccrued Interest Waiver,,
Unbooked Interest Paid,,
Unbooked Penalty Paid,,
Unfreeze Date,,
Unmark NPA,,
Unpledge,មិនសន្យា,
Unpledge Time,មិនបង្ហាញពេលវេលា,
Unpledged,គ្មានការគ្រោងទុក,
Unsecured,,
Update Time,ពេលវេលាធ្វើបច្ចុប្បន្នភាព,
User Forum,,
Utility Bill,,
Utilized Limit,,
Utilized Limit Amount,,
Utilized Security Value,,
Valid From,មានសុពលភាពចាប់ពី,
Valid Upto,Upto ត្រឹមត្រូវ,
Validate Normal Repayment,,
Validity Period (Months),,
Value Change,តម្លៃរបស់ការផ្លាស់ប្តូរ,
Value Date,,
Value Type,,
Vehicle,រថយន្ត,
Vehicle + Land,,
Vehicle + Property,,
Vehicle Registration,,
Vehicle/land types allowed for this product,,
View Website,មើលគេហទំព័រ,
Waive Off Restructure Charges,,
Waived Amount,,
Waiver Account,,
Waiving of Charges applicable,,
Warning,ព្រមាន &amp; ‧;,
Watch Period End Date,,
Weekly,ប្រចាំសប្តាហ៍,
Withhold Security Deposit,,
Write Off Account,បិទការសរសេរគណនី,
Write Off Accounts,,
Write Off Amount,សរសេរបិទចំនួនទឹកប្រាក់,
Write Off Details,,
Write Off Recovery,,
Write Off Recovery Account,,
Write Off Settlement,,
Written Off,,
Written Off Amount,,
