ALM Audit Report,,
About,,
Cost Center,ສູນຕົ້ນທຶນ,
Credit Account,ການບັນຊີ,
Credit Adjustment,,
Credit Adjustment Amount,,
Credit Approval Report,,
Criteria for loan application screening and approval,,
Current Disbursed Amount,,
Current Principal Amount,,
Current Restructure Count,,
Custom Limits,,
Custom Product Code,,
Custom Product Settings,,
Custom Requirements,,
Custom product categorization and requirements,,
"Custom product code (M, N, O, MC, L, H, RE, One Time) or sub-product code (e.g., M-01, N-02). Main products: M=Minimal, N=Normal, O=Over, MC=Motor, L=Land, H=Home, RE=Refinance, One Time=Agricultural",,
Customer,ລູກຄ້າ,
Customer Refund Account,,
Cyclic Day Of the Month,,
Daily,ປະຈໍາວັນ,
Danger,ອັນຕະລາຍ,
Date,ວັນທີ່ສະຫມັກ,
Day of every month on which the repayment date is considered,,
Days Past Due,,
Days Past Due Log,,
Days Past Due Threshold for NPA,,
Debit Adjustment,,
Debit Adjustment Amount,,
Decentralized,,
Define minimum and maximum loan periods in months,,
Delete GL Entries,,
Delinked,,
Delinquent Available Limit,,
Delinquent In Process Limit,,
Delinquent Limit,,
Delinquent Limit Amount,,
Delinquent Limit Percent,,
Delinquent Principal Outstanding,,
Delinquent Utilized Limit,,
Demand Amount,,
Demand Date,,
Demand Generated,,
Demand Subtype,,
Demand Type,,
Deposit Amount,,
Deposit Date,,
Description,ລາຍລະອຽດ,
Description (EN),,
Description (English),,
Description (TH),,
Description (Thai),,
Detailed explanation of this selling point,,
Details,ລາຍລະອຽດ,
Disabled,ຄົນພິການ,
Disbursed,ເງິນກູ້ຢືມ,
Disbursed Amount,ຈຳ ນວນເງິນທີ່ຈ່າຍໃຫ້,
Disbursement,,
Disbursement Account,,
Disbursement Date,ວັນທີ່ສະຫມັກນໍາເຂົ້າ,
Disbursement Details,ລາຍລະອຽດການແຈກຈ່າຍ,
Disbursement References,,
Display Settings,Display Settings,
Display order (lower number shows first),,
Document Details,,
Document Name (English),,
Document Name (Thai),,
Document Requirements,,
Document Type,ປະເພດເອກະສານ,
Documentation,,
Draft,Draft,
Due Date,ວັນຄົບກໍານົດ,
EMI,,
EMI (PMT) based,,
EMI (Principal + Interest),,
Early Repayment Fee,,
Effective Date,,
Employee,ພະນັກງານ,
Employee Self Service,,
Enable Partner Accounting,,
End of the current month,,
Entries To Cancel,,
Entries To Repost,,
Entry Fee,,
Event,ກໍລະນີ,
Excess Amount,,
Excess Amount Acceptance Limit,,
Excess Amount Paid,,
Excess amount repayment limit during loan closure,,
FLDG,,
FLDG Account,,
FLDG Corporate Guarantee Percentage,,
FLDG Fixed Deposit Percentage,,
FLDG Limit Calculation Component,,
FLDG Trigger DPD,,
FLDG Trigger Date,,
FLDG Triggered,,
Failed Repayment,,
Feature this selling point prominently,,
Fee Amount,,
Fee Details,,
Fee Name (English),,
Fee Name (Thai),,
Fee Type,,
Fees,ຄ່າທໍານຽມ,
"Fees, collateral requirements, documents, and selling points",,
Field Verification Required,,
Financial Statement,,
Fixed Amount,,
Fixed Deposit Only,,
Force Update DPD in Loan,,
Foreclosure Type,,
Frappe School,,
Frappe Support,,
Freeze Account,,
Freeze Date,,
From Branch,,
From Date,ຈາກວັນທີ່,
Full Settlement,,
Grace Period in Days,ໄລຍະເວລາ Grace ໃນວັນ,
Guarantor Required,,
Haircut,ຕັດຜົມ,
Haircut %,ຕັດຜົມ%,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,ອັດຕາສ່ວນການຕັດຜົມແມ່ນຄວາມແຕກຕ່າງສ່ວນຮ້ອຍລະຫວ່າງມູນຄ່າຕະຫຼາດຂອງຄວາມປອດໄພຂອງເງິນກູ້ແລະມູນຄ່າທີ່ລະບຸໄວ້ໃນຄວາມປອດໄພເງິນກູ້ເມື່ອຖືກ ນຳ ໃຊ້ເປັນຫລັກປະກັນ ສຳ ລັບເງິນກູ້ນັ້ນ.,
Highlight Color,,
Highlight Settings,,
Highlight This Point,,
House Registration,,
"How recent the document must be (e.g., 3 for salary slips)",,
ID Card,,
Icon,ໄອຄອນ,
"Icon name (e.g., clock, dollar-sign, check-circle) for display",,
Ignore On Cancel Amount Update,,
In Process Limit,,
Income Account,ບັນຊີລາຍໄດ້,
Income Multiplier,,
Income Verification Required,,
Info,ຂໍ້ມູນ,
Initiated,ການລິເລີ່ມ,
Insurance Fee,,
Interest,ທີ່ຫນ້າສົນໃຈ,
Interest Accounts,,
Interest Accrued Account,,
Interest Adjustment,,
Interest Amount,ຈໍານວນເງິນທີ່ຫນ້າສົນໃຈ,
Interest Capitalization,,
Interest Carry Forward,,
Interest Income Account,ບັນຊີດອກເບ້ຍຮັບ,
Interest Overdue,,
Interest Payable,ດອກເບ້ຍທີ່ຈ່າຍໄດ້,
Interest Receivable Account,,
Interest Treatment,,
Interest Type,,
Interest Waiver,,
Interest Waiver Account,,
Interest Waiver Amount,,
Internal Foreclosure,,
Invoice Date,ວັນທີ່ໃບເກັບເງິນ,
Is Backdated,,
Is Excess Amount Refund,,
Is Mandatory,ແມ່ນບັງຄັບ,
Is NPA,,
Is Percentage,,
Is Secured Loan,ແມ່ນເງິນກູ້ທີ່ປອດໄພ,
Is Security Amount Refund,,
Is Settlement Write Off,,
Is Sub-Product,,
Is Term Loan,ແມ່ນເງີນກູ້ໄລຍະ,
Is Waived,,
Is Write Off Waiver,,
Is Written Off,,
Keyboard Shortcuts,ຄີບອດ,
LTV Ratio (Loan-to-Value),,
Land,,
Land + Property,,
Land Title Deed,,
Last Accrual Date,,
Late Payment Fee,,
Leave blank for unlimited,,
Leave blank if applies to all amounts,,
Leave blank if no upper limit,,
Lending,,
Limit Amount,,
Limit Applicable End,,
Limit Applicable Start,,
Limit Percent,,
Limit Renewal,,
Limits,,
Line of Credit,,
Link to parent product if this is a sub-product. Leave blank for main products.,,
Loan,ເງິນກູ້ຢືມ,
Loan ,ເງິນກູ້ຢືມ,
Loan  Details,ລາຍລະອຽດເງິນກູ້,
Loan Account,ບັນຊີເງິນກູ້,
Loan Accounts,,
Loan Accrual Repost,,
Loan Accrual Repost Detail,,
Loan Adjustment,,
Loan Adjustment Detail,,
Loan Amount,ຈໍານວນເງິນກູ້ຢືມເງິນ,
Loan Amount Details,,
Loan Amount Percentage,,
Loan Amount Range,,
Loan Application,Application Loan,
Loan Balance Adjustment,,
Loan Booking,,
Loan Category,,
Loan Category Code,,
Loan Category Name,,
Loan Charge Reference,,
Loan Charges,,
Loan Classification,,
Loan Classification Details,,
Loan Classification Range,,
Loan Closure,ການກູ້ຢືມເງິນປິດ,
Loan Closure Requested,ຂໍປິດປະຕູເງິນກູ້,
Loan Credit Limits,,
Loan Demand,,
Loan Demand Details,,
Loan Demand Offset Detail,,
Loan Demand Offset Order,,
Loan Details,ລາຍລະອຽດການກູ້ຢືມເງິນ,
Loan Disbursement,ການເບີກຈ່າຍເງິນກູ້,
Loan Disbursement Charge,,
Loan Disbursement Charges,,
Loan Freeze Log,,
Loan IRAC Provisioning Configuration,,
Loan Info,ຂໍ້ມູນການກູ້ຢືມເງິນ,
Loan Interest Accrual,ອັດຕາດອກເບ້ຍເງິນກູ້,
Loan Interest Report,,
Loan Limit Change Log,,
Loan Manager,ຜູ້ຈັດການເງິນກູ້,
Loan NPA Log,,
Loan Outstanding Report,,
Loan Partner,,
Loan Partner Address,,
Loan Partner Adhoc Charges Shared,,
Loan Partner Details,,
Loan Partner Interest Rate,,
Loan Partner Payment Ratio,,
Loan Partner Rate Of Interest,,
Loan Partner Repayment Schedule Type,,
Loan Partner Share Details,,
Loan Partner Share Percentage,,
Loan Partner Shareable,,
Loan Partners,,
Loan Period Limits,,
Loan Product,,
Loan Product Collateral Requirement,,
Loan Product Document Requirement,,
Loan Product Fee,,
Loan Product Loan Partner,,
Loan Product Selling Point,,
Loan Refund,,
Loan Repayment,ການຊໍາລະຫນີ້,
Loan Repayment Charges,,
Loan Repayment Detail,ລາຍລະອຽດການຈ່າຍຄືນເງິນກູ້,
Loan Repayment Entries,,
Loan Repayment Repost,,
Loan Repayment Repost Cancel Detail,,
Loan Repayment Repost Detail,,
Loan Repayment Schedule,,
Loan Repayment Schedule Detail,,
Loan Repayment Type,,
Loan Repayment and Closure,ການຈ່າຍຄືນເງິນກູ້ແລະການປິດ,
Loan Restructure,,
Loan Restructure Count,,
Loan Restructure Details,,
Loan Restructure Limit Log,,
Loan Screening Criteria,,
Loan Security,ເງິນກູ້ຄວາມປອດໄພ,
Loan Security Assignment,,
Loan Security Code,ລະຫັດຄວາມປອດໄພຂອງເງິນກູ້,
Loan Security Deposit,,
Loan Security Details,ລາຍລະອຽດກ່ຽວກັບຄວາມປອດໄພຂອງເງິນກູ້,
Loan Security Exposure,,
Loan Security Name,ຊື່ຄວາມປອດໄພເງິນກູ້,
Loan Security Price,ລາຄາຄວາມປອດໄພຂອງເງິນກູ້,
Loan Security Release,,
Loan Security Shortfall,ການຂາດແຄນຄວາມປອດໄພຂອງເງິນກູ້,
Loan Security Status,ສະຖານະພາບຄວາມປອດໄພຂອງເງິນກູ້,
Loan Security Type,ປະເພດຄວາມປອດໄພເງິນກູ້,
Loan To Value Ratio,ເງິນກູ້ເພື່ອສົມທຽບມູນຄ່າ,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,ອັດຕາສ່ວນເງິນກູ້ເພື່ອສະແດງອັດຕາສ່ວນຂອງ ຈຳ ນວນເງິນກູ້ໃຫ້ກັບມູນຄ່າຂອງຄວາມປອດໄພທີ່ໄດ້ສັນຍາໄວ້. ການຂາດແຄນດ້ານຄວາມປອດໄພຂອງເງິນກູ້ຈະເກີດຂື້ນຖ້າວ່າມັນຕໍ່າກ່ວາມູນຄ່າທີ່ລະບຸໄວ້ ສຳ ລັບເງິນກູ້ໃດໆ,
Loan Transfer,,
Loan Transfer Detail,,
Loan Write Off,,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,,
Loan is a Non Performing Asset,,
Loans,ເງິນກູ້,
Loans will be marked as NPA when the days past due count exceed this threshold,,
Log out,,
Manual Foreclosure,,
Manual NPA,,
Manual Remarks,,
Manually marked as NPA,,
Marketing point in English language,,
Marketing point in Thai language,,
Marketing selling points for this product,,
Maturity Date,,
Max DPD Range,,
Maximum Debt Service Ratio (%),,
Maximum LTV Ratio (%),,
Maximum Limit Amount,,
Maximum Loan Amount,ຈໍານວນເງິນກູ້ສູງສຸດ,
Maximum Loan Period (Months),,
Maximum Loan Value,ມູນຄ່າເງິນກູ້ສູງສຸດ,
Maximum Vehicle Age (years),,
"Maximum debt service ratio allowed (e.g., 40% means monthly debt payments cannot exceed 40% of income)",,
"Maximum loan amount as multiple of monthly income (e.g., 10 means max loan = 10x monthly income)",,
Maximum loan period in months,,
Maximum loan-to-value ratio (leave blank for no limit),,
Maximum loan-to-value ratio allowed,,
Maximum vehicle age allowed (leave blank for no limit),,
Member,ສະຫມາຊິກ,
Min DPD Range,,
Minimum Guarantors,,
Minimum LTV Ratio (%),,
Minimum Loan Amount,,
Minimum Loan Period (Months),,
Minimum Partner Loan Amount Percentage,,
Minimum days between Disbursement date and first Repayment date,,
Minimum loan amount for this product,,
Minimum loan period in months,,
Minimum loan-to-value ratio,,
Minimum loan-to-value ratio required,,
Minimum number of guarantors required,,
Misc,,
Mode Of Payment,ຮູບແບບການຊໍາລະເງິນ,
Monthly,ປະຈໍາເດືອນ,
Monthly Repayment Amount,ຈໍານວນເງິນຊໍາລະຄືນປະຈໍາເດືອນ,
Monthly as per cycle date,,
Monthly as per repayment start date,,
Moratorium End Date,,
Moratorium Tenure,,
Moratorium Type,,
More Information,ຂໍ້ມູນເພີ່ມເຕີມ,
My Profile,,
My Settings,,
NPA,,
NPA Date,,
NPL Report,,
New Loan Amount,,
New Monthly Repayment Amount,,
New Rate Of Interest,,
New Repayment Method,,
New Repayment Period in Months,,
New Repayment Start Date,,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,ຈຳ ນວນມື້ນັບແຕ່ມື້ຄົບ ກຳ ນົດຈົນກ່ວາການລົງໂທດຈະບໍ່ຄິດຄ່າ ທຳ ນຽມໃນກໍລະນີທີ່ມີການຊັກຊ້າໃນການຈ່າຍຄືນເງິນກູ້,
Normal,Normal,
Normal Interest,,
Normal Interest Journal Entry,,
Normal Limit,,
Normal Repayment,,
Normal Restructure,,
Notes,ອ່ືນ,
Number Of Days,,
Number of Guarantors Required,,
"Number of copies or instances required (e.g., 3 for salary slips)",,
Old EMI,,
Old Loan Amount,,
Old Rate of Interest,,
Old Repayment Frequency,,
Old Tenure,,
One Time,,
Open,ເປີດ,
Organization Type,,
Original Security Value,,
Other,ອື່ນ ໆ,
Other Charges Waiver,,
Other Details,ລາຍລະອຽດອື່ນໆ,
Outdated,,
Outstanding Amount,ຈໍານວນເງິນທີ່ຍັງຄ້າງຄາ,
Outstanding Balance Report,,
Outstanding Principal,,
Outstanding Principal & Interest Accrued,,
Own Ratio,,
Ownership Transfer Required,,
POS reduction plus interest at partner ROI,,
Paid Amount,ຈໍານວນເງິນຊໍາລະເງິນ,
Parent Product,,
Partial Payment Mechanism,,
Partial Settlement,,
Partially Disbursed,ຈ່າຍບາງສ່ວນ,
Particulars,Particulars,
Partner Base Interest Rate,,
Partner Code,,
Partner Collection Percentage,,
Partner Interest Share,,
Partner Loan Amount Percentage,,
Partner Loan Share Percentage,,
Partner Monthly Repayment Amount,,
Partner Name,,
Partner Percentage,,
Partner Ratio,,
Partner Repayment Schedule Type,,
Partner Share,,
Partner Share Allocated,,
Payable Account,ບັນຊີທີ່ຕ້ອງຈ່າຍ,
Payable Amount,ຈຳ ນວນທີ່ຕ້ອງຈ່າຍ,
Payable Charges,,
Payable Principal Amount,ຈຳ ນວນເງິນ ອຳ ນວຍການທີ່ຕ້ອງຈ່າຍ,
Payment Account,ບັນຊີຊໍາລະເງິນ,
Payment Date,ວັນທີ່ສະຫມັກການຊໍາລະເງິນ,
Payment Details,ລາຍລະອຽດການຊໍາລະເງິນ,
Payment Reference,ອ້າງອີງການຈ່າຍເງິນ,
Payment References,ເອກະສານການຊໍາລະເງິນ,
Payroll Payable Account,,
Penal Interest,,
Penal Interest Waiver,,
Penal Treatment,,
Penalty,,
Penalty Accrued Account,,
Penalty Amount,ຈຳ ນວນໂທດ,
Penalty Capitalization,,
Penalty Charges Accounts,,
Penalty Charges Rate,,
Penalty Income Account,ບັນຊີລາຍໄດ້ການລົງໂທດ,
Penalty Interest Rate (%),,
Penalty Interest Rate is levied on the pending amount on a daily basis in case of delayed repayment ,,
Penalty Overdue,,
Penalty Receivable Account,,
Penalty Suspense Account,,
Penalty Waiver,,
Penalty Waiver Account,,
Pending,ທີ່ຍັງຄ້າງ,
Pending Charge Amount,,
Pending Principal Amount,ຈຳ ນວນເງີນທີ່ຍັງຄ້າງ,
Percentage,ອັດຕາສ່ວນ,
Pledge,ສັນຍາ,
Pledge Requested,,
Pledge Time,ເວລາສັນຍາ,
Pledged,ຄຳ ໝັ້ນ ສັນຍາ,
Post Haircut Amount,ຈຳ ນວນປະລິມານການຕັດຜົມ,
Posting Date,ວັນທີ່ປະກາດ,
Posting Date (End Date),,
Pre Payment,,
Pre Payment Charges,,
Pre Restructure DPD,,
Pre Restructure Details,,
Prepayment Charges,,
Primary,ປະຖົມ,
Primary Address,ທີ່ຢູ່ເບື້ອງຕົ້ນ,
Principal,,
Principal Adjusted,,
Principal Adjustment,,
Principal Amount,ຈໍານວນຜູ້ອໍານວຍການ,
Principal Amount Paid,ເງິນຕົ້ນຕໍ ຈຳ ນວນເງີນ,
Principal Capitalization,,
Principal Outstanding,,
Principal Overdue,,
Pro-rated calendar months,,
Process Loan Classification,,
Process Loan Demand,,
Process Loan Interest Accrual,ດອກເບັ້ຍເງິນກູ້ຂະບວນການ,
Process Loan Restructure Limit,,
Process Loan Security Shortfall,ການກູ້ຢືມເງິນຂະບວນການຂາດເຂີນຄວາມປອດໄພ,
Process Payroll Accounting Entry based on Employee,,
Processing Fee,,
Product Code,,
Product Configuration,,
Product Description,,
Product Details,,
Product Name,,
Product Name (EN),,
Product Name (TH),,
Product fees and charges,,
Product name in English language,,
Product name in Thai language,,
Product-specific special requirements and conditions,,
Property,ຄຸນສົມບັດ,
Property Deed,,
Proposed Pledge,ສັນຍາສະ ເໜີ,
Proposed Pledges,ສັນຍາສະ ເໜີ,
Provision Rate,,
Quantity,ປະລິມານ,
Quantity Required,,
Quarterly,ໄຕມາດ,
Rate Of Interest,,
Rate of Interest,ອັດຕາການທີ່ຫນ້າສົນໃຈ,
Rate of Interest (%) / Year,ອັດຕາການທີ່ຫນ້າສົນໃຈ (%) / ປີ,
Rate of Interest (%) Yearly,ອັດຕາການທີ່ຫນ້າສົນໃຈ (%) ປະຈໍາປີ,
Ratio,,
Reason,ເຫດຜົນ,
Reason For Freezing,,
Reason for Restructure,,
Receivable Account,Account Receivable,
Reference Date,ວັນທີ່ສະຫມັກກະສານອ້າງອີງ,
Reference Document Type,ປະເພດເອກະສານອ້າງອີງ,
Reference Name,ຊື່ເອກະສານອ້າງອີງ,
Reference No,ບໍ່ມີ,
Reference Number,ຈໍານວນກະສານອ້າງອີງ,
References,ເອກະສານ,
Refund,,
Refund Account,,
Refund Amount,,
Refund Date,,
Refund Details,,
Refund amount,,
Regular,ເປັນປົກກະຕິ,
Rejected,ປະຕິເສດ,
Release Requested,,
Release Time,,
Released,,
Reload,ໂຫລດ,
Remaining Debtor Report,,
Remarks,ຂໍ້ສັງເກດ,
Repay Fixed Amount per Period,ຈ່າຍຄືນຈໍານວນເງິນທີ່ມີກໍານົດໄລຍະເວລາຕໍ່,
Repay From Salary,ຕອບບຸນແທນຄຸນຈາກເງິນເດືອນ,
Repay Over Number of Periods,ຕອບບຸນແທນຄຸນໃນໄລຍະຈໍານວນຂອງໄລຍະເວລາ,
Repayment,,
Repayment Account,,
Repayment Date On,,
Repayment Details,ລາຍລະອຽດການຈ່າຍຄືນ,
Repayment Frequency,,
Repayment Info,ຂໍ້ມູນການຊໍາລະຫນີ້,
Repayment Method,ວິທີການຊໍາລະ,
Repayment Period In Months,,
Repayment Period in Months,ໄລຍະເວລາການຊໍາລະຄືນໃນໄລຍະເດືອນ,
Repayment Periods,,
Repayment Schedule,ຕາຕະລາງການຊໍາລະຫນີ້,
Repayment Schedule Detail,,
Repayment Schedule Type,,
Repayment Start Date,ວັນທີຊໍາລະເງິນຄືນ,
Repayment Type,,
Report an Issue,,
Repossessed,,
Repost Date,,
Requested,ການຮ້ອງຂໍ,
Require Credit Bureau Check,,
Required documents for loan application,,
Required for loan application,,
Rescheduled,,
Restructure Charges,,
Restructure Date,,
Restructure Type,,
Restructure of Loans applicable,,
Restructured,,
Salary Slip,Slip ເງິນເດືອນ,
Sales Invoice,ໃບເກັບເງິນການຂາຍ,
Same as regular interest accounts,,
Sanctioned,ທີ່ຖືກເກືອດຫ້າມ,
Sanctioned Amount Limit,ຂອບເຂດຈໍາກັດຈໍານວນເງິນທີ່ຖືກລົງໂທດ,
Sanctioned Loan Amount,ຈຳ ນວນເງິນກູ້ທີ່ ກຳ ນົດໄວ້,
Secured,,
Securities,ຫຼັກຊັບ,
Security Deposit Account,,
Security Deposit Adjustment,,
Security Type,,
Security Value ,ມູນຄ່າຄວາມປອດໄພ,
Select whether the repayment date should be the end of the current month or start of the upcoming month,,
Selling Point (English),,
Selling Point (TH),,
Selling Points,,
Semi-Secured,,
Servicer Fee,,
Session Defaults,ຄ່າເລີ່ມຕົ້ນຂອງກອງປະຊຸມ,
Settled,ຕົກລົງ,
Settlement Date,,
Shareable Type,,
Shareables,,
Sharing Parameter,,
Shortfall Amount,ຈຳ ນວນຂາດແຄນ,
Shortfall Percentage,,
Shortfall Time,ເວລາຂາດເຂີນ,
Sort Order,ຮຽງ,
Special Conditions,,
Specify loan amount range where this document is required,,
Stamp Duty,,
Start Date,ວັນທີ່ເລີ່ມ,
Start of the next month,,
Status,ສະຖານະພາບ,
Submitted,ສົ່ງ,
Subsidy Adjustment Account,,
Subsidy Adjustments,,
Success,ຄວາມສໍາເລັດ,
Suspense Account,,
Suspense Collection Account,,
Suspense Interest Income,,
System Manager,ຈັດການລະບົບ,
Tax Return,,
Tenure,,
Tenure Post Restructure,,
Term Details,ລາຍລະອຽດໃນໄລຍະ,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),,
Timestamp,ເວລາ,
Title,Title,
To Branch,,
To Date,ຈົນເຖິງວັນທີ່,
Toggle Full Width,,
Toggle Theme,,
Total Amount Paid,ຈໍານວນເງິນທີ່ຈ່າຍ,
Total Charges Paid,,
Total Charges Payable,,
Total Installments Overdue ,,
Total Installments Paid,,
Total Installments Raised,,
Total Interest Paid,,
Total Interest Payable,ທີ່ຫນ້າສົນໃຈທັງຫມົດ Payable,
Total Overdue Amount,,
Total Partner Interest Share,,
Total Partner Principal Share,,
Total Payable Amount,ຈໍານວນເງິນຫນີ້,
Total Payable Interest,ທັງຫມົດດອກເບ້ຍຄ້າງຈ່າຍ,
Total Payment,ການຊໍາລະເງິນທັງຫມົດ,
Total Penalty Paid,,
Total Principal Paid,ການຈ່າຍເງິນຕົ້ນຕໍທັງ ໝົດ,
Total Security Value,ມູນຄ່າຄວາມປອດໄພທັງ ໝົດ,
Totals,ຈໍານວນທັງຫມົດ,
Trace ID,,
Traceback,traceback,
Transfer Date,ວັນທີໂອນ,
Treatment Of Interest,,
Treatment of Interest,,
Type of FLDG Applicable,,
Unaccrued Interest,,
Unaccrued Interest Treatment,,
Unaccrued Interest Waiver,,
Unbooked Interest Paid,,
Unbooked Penalty Paid,,
Unfreeze Date,,
Unmark NPA,,
Unpledge,ປະຕິເສດ,
Unpledge Time,Unpledge Time,
Unpledged,Unpledged,
Unsecured,,
Update Time,ເວລາປັບປຸງ,
User Forum,,
Utility Bill,,
Utilized Limit,,
Utilized Limit Amount,,
Utilized Security Value,,
Valid From,ຖືກຕ້ອງຈາກ,
Valid Upto,Upto ຖືກຕ້ອງ,
Validate Normal Repayment,,
Validity Period (Months),,
Value Change,ການປ່ຽນແປງມູນຄ່າ,
Value Date,,
Value Type,,
Vehicle,ຍານພາຫະນະ,
Vehicle + Land,,
Vehicle + Property,,
Vehicle Registration,,
Vehicle/land types allowed for this product,,
View Website,ເບິ່ງເວັບໄຊທ໌,
Waive Off Restructure Charges,,
Waived Amount,,
Waiver Account,,
Waiving of Charges applicable,,
Warning,ການເຕືອນໄພ,
Watch Period End Date,,
Weekly,ປະຈໍາອາທິດ,
Withhold Security Deposit,,
Write Off Account,ຂຽນ Off ບັນຊີ,
Write Off Accounts,,
Write Off Amount,ຂຽນເບີ ຈຳ ນວນເງິນ,
Write Off Details,,
Write Off Recovery,,
Write Off Recovery Account,,
Write Off Settlement,,
Written Off,,
Written Off Amount,,
